id,model,capacity,barcode,brand,year_model,created_at,updated_at
01KZRTCK0BQHFDJXEWTTJDBTGD,Swing-up Freezer,8cu,RNZ79UNDBT,Liebherr,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BDC1VZFE22SD3VADM,Curved Glass Freezer,8cu,TXN0V2IR7A,Haier,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B2AJT9VVQRX81JZNW,Curved Glass Lighted Freezer,9cu,OSSEUHVZU1,Liebherr,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BRM6G9VK7VCHRM0H8,Swing-up Freezer,15cu,MZH0JQJHXG,Liebherr,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B1VC1WQ9736DHJWBG,Curved Glass Freezer,15cu,5YI7ISURLN,Liebherr,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BPDMYNKN408MK6Y4D,Sliding Glass Freezer,24cu,IH8522CNQY,Hiron,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B527PMS1CQABWT0GX,Curved Glass Lighted Freezer,18cu,8QUQYLWKMT,Haier,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BNANWZ0WQZA1Q55AK,Swing-up Freezer,15cu,P3QZ9KI29H,Haier,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BDTMQ8HVYK11JDDFD,Curved Glass Freezer,18cu,BRYLADVZ00,Liebherr,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BEYFZZZHH38X5HN06,Curved Glass Freezer,12cu,P29KL2MUX8,Haier,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BZP9K0S14HZCCJAF2,Curved Glass Lighted Freezer,18cu,HTAWRDY8E8,Aucma,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B1N2HA9QJZCQ5H52N,Sliding Glass Freezer,8cu,WHTXT9T8HD,Hiron,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BD6ZAYYPGBZ6DJ8PT,Curved Glass Freezer,15cu,COF8FBMUNF,Liebherr,2011,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B50T6XV073FFA3G1Q,Curved Glass Lighted Freezer,18cu,SCY421LEFA,Aucma,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BG3VZV9TK580W16BY,Swing-up Freezer,18cu,Y701TYIQ8N,Hiron,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B8378Y18MY92HTEC3,Curved Glass Freezer,9cu,D9B179IB0C,Hiron,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B41H9210JW6FV65B1,Curved Glass Lighted Freezer,9cu,UCXOXGBLHZ,Aucma,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BT0F93Q5T0Q8SE8S4,Curved Glass Lighted Freezer,18cu,42I88H6LC0,Liebherr,2011,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BR4957D90ZDBWPXKE,Curved Glass Lighted Freezer,18cu,E6VYTZ86S6,Hiron,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B4J4KQ6EP4C5JPKX6,Swing-up Freezer,8cu,L0S1XMVJ0T,Aucma,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BR5MJS3BV694767DP,Curved Glass Freezer,8cu,69LDY92WH6,Hiron,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BMV0VC8R2MB5ED4VH,Sliding Glass Freezer,8cu,ODKUQ1E1FZ,Hiron,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BSET6CHA9K5ZR1ZS2,Curved Glass Lighted Freezer,8cu,K87W4DJW4B,Aucma,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BX7NSQC3HT7C08FR6,Curved Glass Freezer,8cu,CH2PACF5JL,Haier,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BM5EFB2M2H51MXNQ6,Curved Glass Lighted Freezer,9cu,A90O61PLIP,Liebherr,2011,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B7NH6E3DTJ2JATGM1,Sliding Glass Freezer,9cu,XOY8X4FBA3,Haier,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BY57280VXS22GTG9F,Swing-up Freezer,15cu,IUULSGV9CD,Haier,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BCV4KPWZE4E6F5FRG,Curved Glass Lighted Freezer,12cu,BVNZD9AYB6,Haier,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B8BD3DNPP8XPWX2NK,Curved Glass Freezer,9cu,BN2MP9F4R7,Hiron,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BWC752R1260NN4K2G,Curved Glass Freezer,9cu,A0FAI1V396,Liebherr,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BNC88AG7K9WC3E3DZ,Curved Glass Lighted Freezer,9cu,XAZCG99DVS,Aucma,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0B7J5MX1WFG0HET40C,Swing-up Freezer,18cu,8RFI3SMGDM,Aucma,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BEAQQM4JNP15TZ9D3,Sliding Glass Freezer,15cu,8N4UWPKA4L,Hiron,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BK52E4PK2WTAAPHC5,Curved Glass Freezer,24cu,JEFVJ3VNZG,Aucma,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BQSW7XRVETADJPGX3,Swing-up Freezer,24cu,BBXDSUQ9GZ,Haier,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BDZAEDAFEA2GAHZQG,Curved Glass Lighted Freezer,15cu,DWSFKGE3YU,Liebherr,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BF1Y0GG0ZYQDVPGFB,Curved Glass Freezer,9cu,SQSEGFS15K,Hiron,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0BBEDMSEST18JE5HAY,Curved Glass Lighted Freezer,12cu,IPLA33AVHD,Haier,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CEFPWC56VXBVEG3F5,Sliding Glass Freezer,24cu,MJZMUVKM9Y,Hiron,2011,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CVW4N51KY1VQMMKJE,Sliding Glass Freezer,8cu,PR9XRR6HGC,Aucma,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CWYK3YCW8V4MKSFWD,Swing-up Freezer,18cu,N8H64LK268,Liebherr,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CG2AT76GFJ8XNAKGA,Curved Glass Freezer,12cu,5QD2TOQMZ8,Liebherr,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C5GEQZW3T9TFPVQWS,Curved Glass Lighted Freezer,15cu,RFXM4EJORD,Haier,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CHE4EMABHFK85SSXE,Curved Glass Freezer,12cu,O597OOI25M,Haier,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CBXEG1ZT841426ERM,Swing-up Freezer,9cu,56TON6DJHZ,Liebherr,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C6X39KR02QAFXGAY4,Curved Glass Lighted Freezer,8cu,V1A28EFG2Q,Hiron,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C0G07RYTY99EDRPPR,Swing-up Freezer,18cu,DX74A0SK9S,Liebherr,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C3JYNEF4BW3TPW6DM,Curved Glass Lighted Freezer,9cu,5DMPY9TIJV,Haier,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CT7001ZQ6X2W5WS1G,Curved Glass Freezer,18cu,0SJE0J1Q74,Aucma,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CV8R23PSZTP3SN5QC,Curved Glass Lighted Freezer,15cu,QIUEXZDFJJ,Haier,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CC0HGPX4D3KT1ED57,Swing-up Freezer,9cu,6QTVNDDJPE,Liebherr,2015,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CK0CKRD1PY72EX1Q2,Curved Glass Lighted Freezer,12cu,7C1KDEOCL5,Haier,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CT4WZDZ6DY2SXT7P1,Sliding Glass Freezer,18cu,O3IONYYV79,Haier,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CJJKTTP3ZYEWWJE3T,Swing-up Freezer,12cu,IEQ9D3AXCW,Haier,2010,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CV7HVZTCNC4M7Q0MX,Curved Glass Freezer,8cu,CUIFZW2KMJ,Liebherr,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CYJPG6EQ6FC3TXRFE,Curved Glass Lighted Freezer,9cu,D2FWTC75LD,Aucma,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CKG4NK1FYBW1EJCA3,Curved Glass Freezer,12cu,HQ9VZVMAH3,Hiron,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C0F1E3WYCZW7GP12W,Curved Glass Lighted Freezer,15cu,HXO8L800B5,Aucma,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C24EQAHVNX52BW9R9,Curved Glass Freezer,8cu,8HU4ZYZUZ6,Hiron,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CJSAMVNDAWSSM2W7N,Curved Glass Freezer,18cu,J6E7E2OGQH,Hiron,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CZE85RQNVBHE8Z0XY,Sliding Glass Freezer,18cu,L9IHUQ3ZG8,Aucma,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C1Q8TQK95DKCWBYPE,Sliding Glass Freezer,12cu,3GZYRE3IFS,Aucma,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CWNJ4B62M05BZ1551,Curved Glass Lighted Freezer,15cu,D4FVZ5R78A,Haier,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CFNNEKCX65HD5CC6J,Curved Glass Freezer,15cu,0CRYMC2ISH,Aucma,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CDV77MA242PC4NBZF,Sliding Glass Freezer,24cu,BEGRZQ6SBA,Liebherr,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C7TKK0KYGA3SHEYQM,Curved Glass Lighted Freezer,9cu,WWF68Q5S2E,Haier,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C37GD576RTY4K5X1M,Curved Glass Freezer,12cu,A2VROSVP1V,Haier,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CWECWR8QCTJKMFQ0M,Swing-up Freezer,12cu,3I3LGP9H07,Hiron,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CJN9QNFNYBS8QCCQQ,Curved Glass Lighted Freezer,15cu,T0LCZD1BS5,Liebherr,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C3AA53Q449TFB27JW,Swing-up Freezer,12cu,SWADYPEP2R,Haier,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CF1GTBQJAE1TKCT6Z,Swing-up Freezer,12cu,5K3G0KTDB8,Hiron,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CKQFT3EXWF1N3RA19,Curved Glass Lighted Freezer,8cu,5UOEBGNL9I,Aucma,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CDRG8XRZD44JERMT2,Curved Glass Freezer,15cu,PT1EPQWLHJ,Liebherr,2015,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C3CBFSYCJ7WC46GSV,Curved Glass Freezer,24cu,LZWICJO09V,Hiron,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CWRS3M51WK9YDYY4G,Curved Glass Lighted Freezer,15cu,YYF3HDJW49,Aucma,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CNX0QY6P7ZKNTK327,Sliding Glass Freezer,12cu,5ARB1PF0B9,Hiron,2001,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CAQ5J4NCRMVERHAX5,Curved Glass Lighted Freezer,8cu,6OEDKMGSL1,Hiron,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CNS593WZF2WWA4CGC,Sliding Glass Freezer,8cu,V4ZIQDAI5G,Haier,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CSXS2TANW55X6317F,Swing-up Freezer,9cu,EP6CTAWX0Q,Liebherr,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C04T6F8AGVN2J7C9M,Sliding Glass Freezer,18cu,92Q1R01XMY,Hiron,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CERPWPNNS9HF1W2NC,Swing-up Freezer,15cu,LBY6NSKWM6,Liebherr,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CZXMGDDHVFX1DVGZF,Curved Glass Freezer,8cu,RI8EYCSE2W,Aucma,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CT0BJRH15H5BAZ5ZB,Curved Glass Lighted Freezer,15cu,4FABYMYR1X,Haier,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C5JG7J9APDB0XR2M3,Swing-up Freezer,18cu,3NXV47DZ8Y,Haier,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C3C7G1GN3REJ1318J,Swing-up Freezer,15cu,A2JV0KWR4V,Haier,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CXBD1JWT97NA2F039,Curved Glass Lighted Freezer,18cu,WH2QLJR9OW,Hiron,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C9PADBX8NDJ75TMP5,Curved Glass Freezer,8cu,FO19GPRQZJ,Liebherr,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CNKY69JR1FNB0N5JH,Curved Glass Lighted Freezer,9cu,DFOEEDE4Y8,Liebherr,2002,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CKVTRXF06YEV6NB99,Swing-up Freezer,18cu,H1ZB14P1HF,Aucma,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CWSVKY449C2HWYCB5,Curved Glass Freezer,18cu,OYBLGXSUAC,Hiron,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CXSNCY0BWHTBABWX5,Sliding Glass Freezer,12cu,1BMH9LXSBF,Hiron,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CGWYFG8KTH543HDPG,Swing-up Freezer,18cu,LPLGB8G2TN,Hiron,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CGY250B4SCSQ50YQ6,Curved Glass Freezer,9cu,83FEOOKPNA,Hiron,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C177Q8WQ75YJGX7XX,Curved Glass Freezer,8cu,SHY89DEUZ2,Hiron,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CN7NWD4WDY3W38Q4R,Curved Glass Freezer,24cu,MDBCTMBNTO,Aucma,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C9KSKH17ZKWXZF1K8,Curved Glass Lighted Freezer,18cu,33F4GNL9EB,Hiron,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CRWE91DA45JF202ZQ,Curved Glass Freezer,12cu,Y1N8V0Q7E0,Liebherr,2003,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C1FP1HRZE6NEYRM89,Curved Glass Lighted Freezer,18cu,01VOZ6N6NY,Hiron,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C2ZPRW1BRBNNHZXQ4,Sliding Glass Freezer,24cu,QN3VWRJS7P,Haier,2023,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CEC6WXS6MCDM4NNWC,Curved Glass Lighted Freezer,8cu,LT1H9J1WSG,Hiron,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CBWBCDA9V48G3JZJ0,Curved Glass Freezer,18cu,K09UEK5P9O,Hiron,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CEJ30N9VC15902M5F,Curved Glass Lighted Freezer,18cu,TG6YLGMCT7,Aucma,2015,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CK9TVZFD8M4JR6QYQ,Sliding Glass Freezer,9cu,UP0FC3PDNW,Hiron,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CRPK7GMM4D2FWBGVG,Curved Glass Freezer,12cu,YYRG1ASQHX,Liebherr,2026,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CREXSXN31VQVDW0BC,Swing-up Freezer,18cu,LDBMX9YOBQ,Haier,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CX242F4J5DRCEE97Q,Curved Glass Freezer,24cu,A109DS5VPX,Aucma,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CPQAF5HE4KTKRK71C,Curved Glass Freezer,18cu,M72664AIU4,Liebherr,2015,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CTNCJDWAXXRCE0KX9,Swing-up Freezer,9cu,29R8UX3RVU,Haier,2005,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C8RDF5HRG014Q7T9H,Sliding Glass Freezer,8cu,5BH977F1VC,Hiron,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C4G5EEYN2ZTJ5RNRQ,Sliding Glass Freezer,9cu,LHU7KPFF5X,Hiron,2018,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C3RFZAM2KNZW9YWKP,Curved Glass Freezer,15cu,11HUR824KU,Haier,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CCXXHQPJA40WKGFYX,Sliding Glass Freezer,15cu,C8KJ2H20ND,Hiron,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C86YT491QKDKA6JSM,Sliding Glass Freezer,8cu,MISTDLALWN,Aucma,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C3SKRYQJ09WEW22MT,Swing-up Freezer,12cu,167DO58NEE,Haier,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C039QVBQ24DJH25NG,Swing-up Freezer,18cu,T60M9T030E,Aucma,2014,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CQZHAC0AMHED2F3ED,Curved Glass Freezer,9cu,Z5E2MFCHV6,Haier,2004,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CE0MDAXRX80M7TQKH,Swing-up Freezer,15cu,8DWNYM7V2I,Liebherr,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CF1Q3YJWG9YB3FZ6S,Swing-up Freezer,12cu,9QCA7RF0A9,Liebherr,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C6Y0YX8W4E6MTEQRM,Curved Glass Freezer,18cu,SK6PTVIB4B,Liebherr,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CTEHPXFZHEZY09VGG,Curved Glass Freezer,12cu,GC9HWC36V7,Haier,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C91M0R6144CB6M9GV,Curved Glass Lighted Freezer,9cu,HZHCGFE27X,Hiron,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CXBV72C6N1TYPP9T0,Curved Glass Freezer,9cu,5WUW4CL1N0,Haier,2015,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CSRW951PBQ0CMYFCC,Curved Glass Lighted Freezer,18cu,PANYLUET3B,Haier,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CE8YZEH2Z6BFSF3GD,Sliding Glass Freezer,18cu,2858OWSR1Y,Haier,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C636V50XAHJ89M8DY,Sliding Glass Freezer,24cu,YLRN0L45AV,Liebherr,2011,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CMFV5SXDDZK891JRK,Curved Glass Freezer,9cu,9QTSIHXJHF,Liebherr,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CNPZGSX4Q8SY2N0VK,Swing-up Freezer,18cu,IECQUQCJUN,Aucma,2008,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CZT28VM1YTEVH60K4,Curved Glass Freezer,9cu,LQPQIWVVCA,Liebherr,2024,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CC1J9ZE3R671PHB32,Curved Glass Freezer,15cu,TUCXJ7170A,Haier,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C100GFPESRB7R0Y6M,Curved Glass Lighted Freezer,18cu,S1CFWFAQL4,Liebherr,2022,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CE8HX9SBE3KTPHM8W,Sliding Glass Freezer,8cu,YYR40JTG7T,Haier,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CPMTYAYNVVX544CNZ,Sliding Glass Freezer,8cu,TFIV7IYATY,Hiron,2007,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CF7VCNFNEBHA9MSYH,Curved Glass Freezer,9cu,EPB0Z9BVBA,Aucma,2025,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0C1ZAZXVFRE6P7XM5B,Curved Glass Freezer,15cu,H1N5TNMU83,Liebherr,2006,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CBK918AZD6QAEDYC6,Sliding Glass Freezer,12cu,I3GBSUK2LH,Haier,2019,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CGZXMF08BZ81M73CY,Sliding Glass Freezer,15cu,QIKD0AQ5TY,Haier,2012,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0CABK5ZY6XD98J7140,Swing-up Freezer,9cu,2UMVRU6PGQ,Hiron,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D32PQZ49N7W9RYQT0,Swing-up Freezer,24cu,M22ZTIGMWD,Hiron,2021,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D0T9KQRQB997BVJZY,Sliding Glass Freezer,15cu,MUK2PUN2OE,Haier,2017,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D9ZAKM04TTC8152MC,Curved Glass Lighted Freezer,15cu,OHN9G5RYL5,Haier,2013,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DX3C3181MEY7QQRYB,Curved Glass Lighted Freezer,18cu,41B5LMQ9XD,Haier,2000,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DNF8JB9FEA8R22X8Y,Curved Glass Lighted Freezer,8cu,3EO4P7C8AY,Hiron,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DJM4DS9M52VRTB2KB,Curved Glass Freezer,24cu,UJ2I74ACZ1,Aucma,2016,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0D9H3FVVTF3QR78EF2,Sliding Glass Freezer,8cu,YS37HCKCJG,Hiron,2009,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
01KZRTCK0DGB0HB8GQ6ZQWMAMV,Curved Glass Freezer,15cu,XER9ONSEWA,Hiron,2020,2026-08-23 16:19:34.451561+08,2026-08-23 16:19:34.451561+08
